
id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
2202,El Fassi,Wafa,wafa.elfassi_2128@email.ma,2000-09-22,fe,Casablanca,0714748210,2022-11-23,tiktok
2203,Alami,Salma,salma.alami_2129@email.ma,1960-01-13,fe,CASABLANCA,0617784615,2021-10-18,google_ads
2204,Bouchta,Mehdi,mehdi.bouchta_2130@email.ma,1980-09-16,M,Salé,0657041152,2019-08-10,tiktok
2205,Benali,Aymane,aymane.benali_2131@email.ma,1975-11-26,h,casablanca,0711374141,2021-07-09,direct
2206,El Mansouri,Khadija,khadija.elmansouri_2132@email.ma,1990-08-06,fe,TANGER,0617992320,2019-02-17,google_ads
2207,Lahlou,Omar,omar.lahlou_2133@email.ma,2001-12-22,m,El Jadida,0712504810,2020-12-25,referral
2208,Chaabi,Laila,laila.chaabi_2134@email.ma,1994-08-28,0,Casablanca,0758120616,2021-09-17,instagram
2209,Dahbi,Ilyas,ilyas.dahbi_2135@email.ma,1988-05-11,1,Rabat,0669283062,2019-07-13,facebook
2210,Cherkaoui,Amine,amine.cherkaoui_2136@email.ma,1966-12-05,m,MARRAKECH,0737705206,2022-12-25,organic
2211,Filali,Laila,laila.filali_2137@email.ma,1968-02-10,Femme,Rabat,0638398049,2019-12-28,facebook
2212,Guessous,Rachid,rachid.guessous_2138@email.ma,1955-11-29,H,Rabat,0633753099,2023-05-25,direct
2213,Kettani,Soufiane,soufiane.kettani_2139@email.ma,2005-07-05,M,CASABLANCA,0745700411,2020-05-21,email
2214,Raisuni,Wafa,wafa.raisuni_2140@email.ma,1981-06-21,fe,Casablanca,0619717332,2023-03-26,referral
2215,Kettani,Bouchra,bouchra.kettani_2141@email.ma,1992-10-21,2,Oujda,0779265600,2023-09-25,tiktok
2216,Benali,Zineb,zineb.benali_2142@email.ma,1998-01-24,0,El Jadida,0667550484,2021-05-13,tiktok
2217,Wahbi,Amine,amine.wahbi_2143gmail.com,1960-02-29,m,Settat,0799205612,2024-01-04,referral
2218,Sefrioui,Ghita,ghita.sefrioui_2144@email.ma,1960-10-16,2,Oujda,0659542121,2019-01-10,tiktok
2219,Benali,Amina,amina.benali_2145@email.ma,1967-12-04,F,Marrakech,0790767393,2022-03-01,direct
2220,Kettani,Nadia,nadia.kettani_2146@email.ma,2005-08-25,Femme,Casablanca,0691419976,2020-01-08,instagram
2221,Benchekroun,Bilal,bilal.benchekroun_2147@,1951-01-29,1,Tanger,0785450846,2019-11-14,organic
2222,Benali,Sanaa,sanaa.benali_2148@email.ma,1991-11-12,Femme,Oujda,0714156970,2019-12-15,direct
2223,Filali,Younes,younes.filali_2149@email.ma,1993-02-27,H,agadir,0787312457,2021-05-03,organic
2224,FILALI,Younes,younes.filali_2149@email.ma,1993-02-27,H,agadir,0787312457,2021-05-03,organic
2225,El Fassi,Oumaima,oumaima.elfassi_2150@email.ma,1965-02-22,fe,Tétouan,0637133899,2022-02-06,direct
2226,Naciri,Houda,houda.naciri_2151@,1987-02-15,0,Marrakech,0753542531,2021-07-01,email
2227,El Mansouri,Ghita,ghita.elmansouri_2152@email.ma,2033-10-18,f,Rabat,0787120032,2022-10-30,organic
2228,Tazi,Sanaa,sanaa.tazi_2153@email.ma,2005-05-11,F,Marrakech,0796473383,2024-04-13,tiktok
2229,Tazi,Amina,amina.tazi_2154@email.ma,1952-12-24,fe,Marrakech,0779037962,2019-06-15,instagram
2230,TAZI,Amina,amina.tazi_2154@email.ma,1952-12-24,fe,Marrakech,0779037962,2019-06-15,instagram
2231,Kettani,Adam,adam.kettani_2155@email.ma,1974-06-21,h,casablanca,0693291900,2020-01-19,email
2232,Cherkaoui,Houda,houda.cherkaoui_2156@email.ma,2000-02-01,fe,Casablanca,0763653033,2024-05-30,instagram
2233,El Fassi,Oumaima,oumaima.elfassi_2157@email.ma,1984-11-09,F,Sale,0674315749,2019-10-10,google_ads
2234,Berrada,Khalid,khalid.berrada_2158@email.ma,1968-12-19,h,Sale,0774246792,2023-06-23,email
2235,Drissi,Sanaa,sanaa.drissi_2159gmail.com,1980-11-22,Femme,Tanger,0754816177,2022-11-20,tiktok
2236,Wahbi,Oumaima,oumaima.wahbi_2160@email.ma,1997-02-01,f,Rabat,0793842602,2022-02-07,google_ads
2237,Guessous,Loubna,loubna.guessous_2161@email.ma,,Femme,Casablanca,0616341008,2019-09-01,facebook
2238,Ouali,Amine,amine.ouali_2162@,1961-01-10,Homme,Casablanca,0768789865,2022-07-31,google_ads
2239,El Fassi,Najat,najat.elfassi_2163@email.ma,1981-11-16,f,Casablanca,0731885689,2022-06-27,organic
2240,Qacemi,Hamza,hamza.qacemi_2164@email.ma,1990-04-27,m,Marrakech,0666308678,2024-04-28,organic
2241,Naciri,Younes,younes.naciri_2165gmail.com,2005-12-24,h,Fes,0711687308,2024-04-26,facebook
2242,Drissi,Khadija,khadija.drissi_2166@email.ma,1979-06-26,fe,Agadir,0778156198,2020-02-14,instagram
2243,Bouchta,Othmane,othmane.bouchta_2167@email.ma,1969-12-27,Homme,casablanca,0689358132,2020-10-18,tiktok
2244,Drissi,Fatima,fatima.drissi_2168@email.ma,1985-08-01,F,Rabat,0725634275,2022-12-27,direct
2245,Tazi,Loubna,loubna.tazi_2169@email.ma,,fe,Casablanca,0749718174,2023-03-02,email
2246,El Fassi,Khalid,khalid.elfassi_2170@email.ma,1984-10-01,1,Marrakech,0719744284,2022-01-12,direct
2247,Guessous,Soufiane,soufiane.guessous_2171@email.ma,1982-09-13,h,Kénitra,0633763544,2021-06-19,direct
2248,El Fassi,Rachid,rachid.elfassi_2172@email.ma,1966-10-18,Homme,Marrakech,0623783873,2020-12-08,tiktok
2249,Tazi,Adam,adam.tazi_2173@email.ma,1993-10-07,M,casablanca,0681267293,2022-05-14,facebook
2250,Alami,Bilal,bilal.alami_2174@email.ma,1993-07-04,Homme,Sale,0726593583,2020-08-04,tiktok
2251,Tazi,Nabil,nabil.tazi_2175@email.ma,1988-01-21,Homme,Tétouan,0734958584,2020-04-02,facebook
2252,Ziani,Ayoub,ayoub.ziani_2176@email.ma,1987-08-31,Homme,TNG,0769411116,2021-06-16,email
2253,Berrada,Fatima,fatima.berrada_2177@email.ma,1996-01-29,Femme,TANGER,0786805090,2021-10-31,referral
2254,Ziani,Bilal,bilal.ziani_2178@email.ma,1983-01-23,m,Meknès,0767860437,2023-09-17,google_ads
2255,Jamai,Laila,laila.jamai_2179gmail.com,1999-12-16,f,Meknes,0740496694,2019-02-09,tiktok
2256,Guessous,Ilyas,ilyas.guessous_2180@email.ma,2002-11-12,1,Fes,0743213141,2019-08-30,referral
2257,Berrada,Omar,omar.berrada_2181@email.ma,1966-07-09,M,Sale,0623149297,2020-05-23,google_ads
2258,Mekki,Bilal,bilal.mekki_2182@email.ma,2007-06-26,H,Casa,0719363265,2021-06-26,instagram
2259,Lahlou,Sanaa,sanaa.lahlou_2183@email.ma,1981-11-14,fe,Salé,0678232365,2023-12-20,instagram
2260,Chaabi,Zakaria,zakaria.chaabi_2184@email.ma,1955-03-20,1,Fes,0677941189,2020-08-10,direct
2261,El Fassi,Ayoub,ayoub.elfassi_2185@email.ma,2003-07-01,m,Settat,0786220507,2021-01-31,organic
2262,Chaabi,Rachid,rachid.chaabi_2186@email.ma,1975-07-06,H,Fes,0714832008,2020-10-08,google_ads
2263,Sefrioui,Adam,adam.sefrioui_2187@email.ma,1966-09-01,m,agadir,0676356012,2020-01-13,facebook
2264,Sefrioui,Chaimae,chaimae.sefrioui_2188@email.ma,1959-02-19,fe,Tetouan,0628727625,2022-05-14,tiktok
2265,Bouchta,Aymane,aymane.bouchta_2189@email.ma,1975-06-20,1,Fes,0776379551,2023-07-20,referral
2266,Bouchta,Ilyas,ilyas.bouchta_2190@email.ma,1953-11-05,H,MARRAKECH,0653382997,2021-03-31,referral
2267,Qacemi,Rachid,rachid.qacemi_2191@email.ma,2006-02-28,H,Fes,0624957637,2019-01-18,referral
2268,Guessous,Chaimae,chaimae.guessous_2192@email.ma,1988-06-08,Femme,Casa,0694328282,2023-08-14,email
2269,Dahbi,Mohamed,mohamed.dahbi_2193@email.ma,1995-02-22,m,Tanger,0684813998,2019-04-27,organic
2270,El Mansouri,Tarik,tarik.elmansouri_2194@email.ma,1961-07-02,H,Tanger,0781051757,2021-04-18,facebook
2271,Naciri,Zineb,zineb.naciri_2195@email.ma,1960-11-17,fe,Kenitra,0789354654,2022-10-12,tiktok
2272,Chaabi,Houda,houda.chaabi_2196@email.ma,1983-11-03,Femme,Casablanca,0720929430,2021-05-14,google_ads
2273,Wahbi,Rachid,rachid.wahbi_2197@email.ma,1953-11-07,h,Casablanca,0613226739,2019-03-12,google_ads
2274,Raisuni,Chaimae,chaimae.raisuni_2198@email.ma,1954-12-01,2,Casablanca,0683443921,2021-06-30,instagram
2275,RAISUNI,Chaimae,chaimae.raisuni_2198@email.ma,1954-12-01,2,Casablanca,0683443921,2021-06-30,instagram
2276,Jamai,Bouchra,bouchra.jamai_2199@email.ma,1959-04-14,2,Casablanca,0649434593,2020-12-11,email
2277,Lahlou,Tarik,tarik.lahlou_2200@email.ma,1994-10-24,M,Casablanca,0799553728,2021-09-20,instagram
2278,Naciri,Ghita,ghita.naciri_2201@email.ma,1996-10-21,f,Oujda,0661455868,2019-09-01,facebook
2279,Wahbi,Sanaa,sanaa.wahbi_2202@email.ma,1996-11-10,2,Rabat,0723296049,2023-11-11,instagram
2280,Chaabi,Oumaima,oumaima.chaabi_2203@email.ma,1985-05-02,f,Marrakech,0745146998,2023-03-31,facebook
2281,Berrada,Oumaima,oumaima.berrada_2204@email.ma,1979-12-11,0,Rabat,0647966018,2019-11-16,facebook
2282,Tahiri,Imane,imane.tahiri_2205@email.ma,2004-05-22,2,Tanger,0629740789,2021-12-16,facebook
2283,Jamai,Fatima,fatima.jamai_2206@email.ma,1994-03-22,Femme,Tanger,0699449380,2021-12-07,referral
2284,Chaabi,Samira,samira.chaabi_2207@email.ma,1978-02-22,fe,Meknes,0693086881,2022-03-12,referral
2285,Ouali,Meryem,meryem.ouali_2208@email.ma,2004-10-07,Femme,TNG,0785672836,2020-01-14,facebook
2286,Chaabi,Khadija,khadija.chaabi_2209@email.ma,1996-04-20,f,Tetouan,0791998747,2020-11-22,email
2287,Naciri,Samira,samira.naciri_2210@email.ma,1984-01-24,f,El Jadida,0785145046,2023-10-04,facebook
2288,Alami,Zakaria,zakaria.alami_2211@email.ma,1952-05-27,H,Marrakech,0690343254,2023-09-08,tiktok
2289,Dahbi,Mohamed,mohamed.dahbi_2212@email.ma,1956-04-10,H,Casablanca,0642446584,2024-03-23,email
2290,Berrada,Oumaima,oumaima.berrada_2213@email.ma,1965-03-13,Femme,Meknes,0797465107,2020-02-07,facebook
2291,Berrada,Sanaa,sanaa.berrada_2214@email.ma,2002-03-22,F,Meknes,0652607156,2021-10-14,direct
2292,Guessous,Youssef,youssef.guessous_2215@email.ma,1982-07-14,1,marrakech,0658415020,2019-02-02,google_ads
2293,Naciri,Wafa,wafa.naciri_2216@email.ma,1952-08-21,2,TANGER,0726062631,2021-04-12,referral
2294,Filali,Youssef,youssef.filali_2217@email.ma,1981-04-23,m,TANGER,0796868316,2020-12-15,google_ads
2295,Tazi,Soufiane,soufiane.tazi_2218@email.ma,1991-03-17,Homme,oujda,0744750187,2019-06-11,google_ads
2296,Drissi,Khalid,khalid.drissi_2219@email.ma,1999-09-13,H,agadir,0743917955,2022-08-30,instagram
2297,Ouali,Aymane,aymane.ouali_2220@email.ma,1978-05-02,H,Rabat,0750988129,2019-02-02,tiktok
2298,Jamai,Nadia,nadia.jamai_2221@email.ma,2007-08-03,F,fes,0636698270,2021-09-29,tiktok
2299,Cherkaoui,Salma,salma.cherkaoui_2222@.com,1998-07-03,f,Marrakech,0758360829,2020-06-30,tiktok
2300,Ziani,Oumaima,oumaima.ziani_2223@email.ma,1984-11-02,0,Casablanca,0637731944,2021-07-04,instagram
2301,Jamai,Youssef,youssef.jamai_2224@email.ma,1999-11-09,h,Meknes,0797826713,2019-05-16,instagram
2302,Cherkaoui,Mohamed,mohamed.cherkaoui_2225@email.ma,2006-06-20,h,Rabat,0641329438,2019-05-21,email
2303,Naciri,Oumaima,oumaima.naciri_2226@email.ma,2001-11-12,F,Rabat,0686841135,2021-08-22,instagram
2304,Alami,Karim,karim.alami_2227@email.ma,1954-03-16,1,Agadir,0688005749,2023-05-16,tiktok
2305,Benchekroun,Amine,amine.benchekroun_2228@email.ma,1954-06-04,1,Fès,0695898101,2020-07-02,referral
2306,Benali,Nadia,nadia.benali_2229@email.ma,2004-07-26,Femme,Tanger,0637272061,2023-02-28,instagram
2307,Cherkaoui,Rachid,rachid.cherkaoui_2230@.com,2004-11-30,H,Meknes,0687419532,2022-06-26,email
2308,El Fassi,Samira,samira.elfassi_2231@email.ma,1989-04-07,fe,CASABLANCA,0746440388,2020-07-08,email
2309,Benali,Sara,sara.benali_2232@email.ma,1995-12-18,F,Rabat,0737593580,2021-08-19,facebook
2310,Ziani,Othmane,othmane.ziani_2233@email.ma,1969-08-28,Homme,Casablanca,0782040350,2021-09-09,google_ads
2311,Lahlou,Rania,rania.lahlou_2234@email.ma,2004-10-17,F,Sale,0633050007,2020-05-14,instagram
2312,Qacemi,Rania,rania.qacemi_2235@email.ma,2003-05-25,0,Fès,0675563341,2021-12-22,facebook
2313,Ouali,Ayoub,ayoub.ouali_2236@email.ma,1987-04-02,H,Oujda,0749721480,2023-09-21,email
2314,Qacemi,Rachid,rachid.qacemi_2237@email.ma,2006-11-11,h,Rabat,0666147812,2021-11-15,direct
2315,Sefrioui,Hamza,hamza.sefrioui_2238@email.ma,1971-01-05,H,Tnja,0662648633,2022-12-29,organic
2316,Idrissi,Sanaa,sanaa.idrissi_2239@email.ma,1956-11-14,0,Tétouan,0718513231,2020-08-27,direct
2317,Idrissi,Zineb,zineb.idrissi_2240@email.ma,1986-10-16,f,Tanger,0758129291,2019-07-22,google_ads
2318,Raisuni,Soufiane,soufiane.raisuni_2241@email.ma,2001-04-12,m,Tanger,0724192001,2020-03-28,instagram
2319,Sefrioui,Khadija,khadija.sefrioui_2242@email.ma,1992-11-13,f,Tanger,0649261346,2019-10-14,tiktok
2320,Guessous,Hajar,hajar.guessous_2243@email.ma,1964-03-26,F,Meknes,0639889693,2020-03-12,email
2321,Qacemi,Zineb,zineb.qacemi_2244gmail.com,1957-09-09,F,Casablanca,0624564140,2022-07-25,instagram
2322,Chaabi,Ilyas,ilyas.chaabi_2245@email.ma,2006-05-01,H,Casablanca,0658571577,2022-06-28,organic
2323,Ouali,Younes,younes.ouali_2246@email.ma,1952-09-06,H,Fes,0725337460,2023-07-14,referral
2324,Cherkaoui,Najat,najat.cherkaoui_2247@email.ma,1976-02-10,F,Fes,0769703262,2020-04-24,facebook
2325,Filali,Tarik,tarik.filali_2248gmail.com,1959-12-08,H,CASABLANCA,0713450787,2020-10-21,google_ads
2326,Wahbi,Salma,salma.wahbi_2249@email.ma,1950-08-29,2,Casablanca,0664928828,2024-01-17,email
2327,Filali,Mohamed,mohamed.filali_2250@email.ma,1953-11-22,1,Fès,0673496475,2023-06-05,instagram
2328,Tahiri,Nadia,nadia.tahiri_2251@email.ma,1957-06-11,0,marrakech,0714599405,2021-12-23,tiktok
2329,Ouali,Hamza,hamza.ouali_2252@email.ma,1967-04-13,1,Casablanca,0667500325,2020-05-17,referral
2330,Bouchta,Imane,imane.bouchta_2253@email.ma,1995-09-16,0,Fes,0633451380,2019-10-31,tiktok
2331,Tazi,Laila,laila.tazi_2254@email.ma,1960-10-05,Femme,Settat,0641388987,2022-01-04,google_ads
2332,Naciri,Amina,amina.naciri_2255@email.ma,1986-09-10,f,Marrakech,0795098918,2022-10-01,facebook
2333,Guessous,Adam,adam.guessous_2256@email.ma,1996-09-28,h,Rabat,0680604957,2022-11-07,tiktok
2334,Benchekroun,Rania,rania.benchekroun_2257@email.ma,1954-06-23,2,Meknes,0623246483,2020-01-07,instagram
2335,Tahiri,Hajar,hajar.tahiri_2258@email.ma,1961-10-08,0,oujda,0620374037,2022-11-19,organic
2336,Guessous,Amine,amine.guessous_2259@email.ma,1953-01-20,M,Rabat,0676821952,2022-12-09,referral
2337,Naciri,Younes,younes.naciri_2260@email.ma,1955-12-16,M,RABAT,0749211288,2019-07-25,organic
2338,Lahlou,Laila,laila.lahlou_2261@,1985-08-15,F,Rabat,0750199628,2022-04-03,instagram
2339,Lahlou,Najat,najat.lahlou_2262@email.ma,1981-07-07,f,Casablanca,0668108762,2024-02-27,referral
2340,El Mansouri,Omar,omar.elmansouri_2263@email.ma,1969-03-13,1,RABAT,0660533695,2020-02-03,tiktok
2341,Guessous,Adam,adam.guessous_2264@email.ma,1988-03-04,H,Casablanca,0711504150,2020-12-14,direct
2342,Sefrioui,Mohamed,mohamed.sefrioui_2265@email.ma,1986-12-20,Homme,Fès,0664062200,2023-01-17,email
2343,Raisuni,Soufiane,soufiane.raisuni_2266@email.ma,1975-12-30,Homme,Marrakech,0796925339,2021-01-08,tiktok
2344,Jamai,Bilal,bilal.jamai_2267@email.ma,1998-11-26,M,tanger,0650234931,2019-01-23,instagram
2345,Cherkaoui,Meryem,meryem.cherkaoui_2268@email.ma,1976-01-21,fe,Marrakech,0633914038,2021-12-15,referral
2346,Chaabi,Chaimae,chaimae.chaabi_2269@email.ma,1964-04-23,2,Casablanca,0669133003,2019-02-17,tiktok
2347,Sefrioui,Nabil,nabil.sefrioui_2270@email.ma,1974-07-06,Homme,Rabat,0626239979,2020-05-11,google_ads
2348,Filali,Meryem,meryem.filali_2271@email.ma,1994-01-31,f,Tanger,0674748772,2020-12-06,tiktok
2349,Benali,Ghita,ghita.benali_2272@email.ma,1985-10-10,fe,Casablanca,0692559452,2023-02-20,instagram
2350,Drissi,Mehdi,mehdi.drissi_2273@email.ma,1979-11-29,h,Casablanca,0642360158,2021-03-08,tiktok
2351,Mekki,Aymane,aymane.mekki_2274@email.ma,1956-03-15,Homme,Casablanca,0692265748,2022-02-14,facebook
2352,Berrada,Othmane,othmane.berrada_2275@email.ma,1981-05-25,Homme,casablanca,0763729350,2022-11-14,instagram
2353,Chaabi,Mohamed,mohamed.chaabi_2276@email.ma,2006-12-14,1,agadir,0796407288,2020-06-20,direct
2354,Cherkaoui,Mohamed,mohamed.cherkaoui_2277@email.ma,1955-07-20,1,Casablanca,0732008426,2021-07-29,referral
2355,Filali,Wafa,wafa.filali_2278@email.ma,1880-05-15,F,marrakech,0714004945,2021-11-13,tiktok
2356,Tazi,Sara,sara.tazi_2279@email.ma,1954-01-28,f,Fes,0639630296,2023-01-21,google_ads
2357,Ziani,Meryem,meryem.ziani_2280@email.ma,1899-08-06,2,Tanger,0684350979,2024-04-04,email
2358,Benchekroun,Khalid,khalid.benchekroun_2281@,2002-12-30,Homme,Casablanca,0722974393,2019-10-01,referral
2359,El Mansouri,Rania,rania.elmansouri_2282@email.ma,1961-02-07,f,Marrakech,0790480321,2022-12-22,tiktok
2360,El Mansouri,Amine,amine.elmansouri_2283@email.ma,2000-05-11,H,marrakech,0616669870,2022-10-23,direct
2361,Lyoussi,Ayoub,ayoub.lyoussi_2284@email.ma,2002-05-30,Homme,Casablanca,0634616437,2024-04-24,tiktok
2362,Bouchta,Zakaria,zakaria.bouchta_2285@email.ma,1985-05-27,M,Sale,0613796665,2021-07-13,instagram
2363,Idrissi,Hajar,hajar.idrissi_2286@email.ma,1960-12-21,2,Meknes,0666964065,2019-06-18,organic
2364,Filali,Najat,najat.filali_2287@.com,1989-11-13,2,RABAT,0764902683,2022-04-11,google_ads
2365,Benchekroun,Zineb,zineb.benchekroun_2288@email.ma,1977-04-12,F,Marrakech,0735478824,2020-05-15,email
2366,Idrissi,Najat,najat.idrissi_2289@email.ma,1999-06-17,Femme,marrakech,0642326638,2020-06-08,instagram
2367,Jamai,Mohamed,mohamed.jamai_2290@email.ma,1957-04-11,m,Fes,0760168858,2022-07-10,instagram
2368,Cherkaoui,Laila,laila.cherkaoui_2291@email.ma,2005-12-30,f,Marrakech,0740027338,2019-10-26,direct
2369,Idrissi,Khadija,khadija.idrissi_2292@email.ma,1992-07-30,Femme,Casablanca,0786718004,2020-02-01,google_ads
2370,Guessous,Fatima,fatima.guessous_2293@email.ma,1984-07-08,fe,rabat,0791272280,2023-03-21,organic
2371,GUESSOUS,Fatima,fatima.guessous_2293@email.ma,1984-07-08,fe,rabat,0791272280,2023-03-21,organic
2372,Drissi,Sara,sara.drissi_2294@email.ma,1995-03-19,2,Casablanca,0675624297,2024-05-03,organic
2373,El Fassi,Rachid,rachid.elfassi_2295@email.ma,1987-12-15,M,TANGER,0723565420,2020-11-14,tiktok
2374,Jamai,Najat,najat.jamai_2296@email.ma,1974-10-29,f,Marrakech,0722891157,2023-02-09,referral
2375,JAMAI,Najat,najat.jamai_2296@email.ma,1974-10-29,f,Marrakech,0722891157,2023-02-09,referral
2376,El Mansouri,Adam,adam.elmansouri_2297@email.ma,1954-03-24,m,rabat,0659849966,2021-08-19,instagram
2377,Ziani,Karim,karim.ziani_2298@.com,2029-06-20,1,Casablanca,0711566287,2023-04-10,instagram
2378,Lahlou,Zakaria,zakaria.lahlou_2299@email.ma,1951-10-10,1,Rabat,0763990537,2024-02-19,instagram
2379,Mekki,Omar,omar.mekki_2300@email.ma,1978-02-23,M,Marrakech,0737512722,2024-04-14,facebook
2380,Drissi,Loubna,loubna.drissi_2301@email.ma,1900-03-09,0,Casablanca,0667009671,2023-09-29,referral
2381,Alami,Zakaria,zakaria.alami_2302@email.ma,1966-01-19,M,Meknes,0799117176,2023-06-04,direct
2382,Tahiri,Zakaria,zakaria.tahiri_2303@email.ma,1975-08-05,H,Casablanca,0642948951,2021-03-05,instagram
2383,Berrada,Wafa,wafa.berrada_2304@email.ma,2002-01-10,fe,Fès,0742866361,2022-08-22,email
2384,Lahlou,Saad,saad.lahlou_2305@email.ma,1990-05-25,m,Marrakech,0718462771,2024-01-04,tiktok
2385,Mekki,Hicham,hicham.mekki_2306@email.ma,1976-06-23,1,El Jadida,0729103351,2023-01-22,organic
2386,Ziani,Oumaima,oumaima.ziani_2307@email.ma,1953-10-31,F,Rabat,0632996654,2019-05-30,direct
2387,Filali,Bilal,bilal.filali_2308@email.ma,2004-02-05,Homme,Sale,0649711990,2020-12-01,organic
2388,El Mansouri,Zineb,zineb.elmansouri_2309@email.ma,2007-11-19,fe,Rabat,0752655529,2023-12-30,instagram
2389,Ziani,Meryem,meryem.ziani_2310@email.ma,1977-01-06,fe,Meknes,0616100453,2023-07-23,facebook
2390,Ouali,Rachid,rachid.ouali_2311@email.ma,1970-02-15,1,Kénitra,0757126253,2022-03-14,direct
2391,Dahbi,Tarik,tarik.dahbi_2312@email.ma,1968-11-01,m,casablanca,0676009454,2021-07-04,tiktok
2392,Sefrioui,Fatima,fatima.sefrioui_2313@email.ma,2005-04-28,F,casablanca,0753355529,2019-10-13,direct
2393,Mekki,Salma,salma.mekki_2314@email.ma,1957-01-18,fe,Casablanca,0662845590,2022-05-28,instagram
2394,Mekki,Khalid,khalid.mekki_2315@email.ma,1987-02-07,m,Mohammedia,0724931301,2021-08-09,direct
2395,El Fassi,Houda,houda.elfassi_2316@email.ma,1969-05-10,f,Fes,0726999852,2019-02-22,email
2396,Chaabi,Chaimae,chaimae.chaabi_2317@email.ma,1986-02-15,fe,Tanger,0766608547,2023-08-09,direct
2397,Ouali,Tarik,tarik.ouali_2318@,1955-11-10,1,Agadir,0641502515,2020-10-09,google_ads
2398,Ouali,Othmane,othmane.ouali_2319@email.ma,1992-05-24,M,Rabat,0777288969,2023-05-27,tiktok
2399,Chaabi,Hamza,hamza.chaabi_2320@email.ma,1958-05-29,1,Casablanca,0648245726,2021-12-01,instagram
2400,Guessous,Youssef,youssef.guessous_2321@email.ma,1994-04-13,m,Agadir,0617173764,2023-01-07,email
2401,Sefrioui,Hajar,hajar.sefrioui_2322@email.ma,1953-03-01,f,Tétouan,0760519037,2020-01-04,direct
2402,Dahbi,Khadija,khadija.dahbi_2323@email.ma,1974-09-03,Femme,Fes,0664062017,2024-05-12,tiktok
2403,El Fassi,Hamza,hamza.elfassi_2324@,2007-06-09,M,casablanca,0769189382,2024-06-07,instagram
2404,Bouchta,Karim,karim.bouchta_2325@email.ma,1964-10-21,H,Marrakech,0719342015,2022-08-03,instagram
2405,Tahiri,Samira,samira.tahiri_2326@email.ma,1955-12-23,2,Fes,0767871413,2021-02-21,organic
2406,Idrissi,Khalid,khalid.idrissi_2327@email.ma,2028-05-22,M,Casablanca,0613530616,2020-04-21,instagram
2407,Ziani,Salma,salma.ziani_2328gmail.com,2004-06-29,0,Casablanca,0768864093,2020-10-27,instagram
2408,Chaabi,Bouchra,bouchra.chaabi_2329@email.ma,1964-07-05,F,Casablanca,0646533633,2020-06-05,tiktok
2409,El Fassi,Ghita,ghita.elfassi_2330@email.ma,1992-04-18,F,marrakech,0618508109,2019-03-25,referral
2410,Naciri,Zakaria,zakaria.naciri_2331@,2032-05-17,H,Kenitra,0754033228,2020-03-04,instagram
2411,Tahiri,Oumaima,oumaima.tahiri_2332@email.ma,2002-06-22,fe,Kénitra,0690817745,2019-03-12,direct
2412,Ouali,Khadija,khadija.ouali_2333@email.ma,1986-12-08,fe,Tétouan,0641761415,2023-10-04,direct
2413,Cherkaoui,Mohamed,mohamed.cherkaoui_2334@email.ma,1983-08-04,1,Casablanca,0717511560,2022-11-22,tiktok
2414,Ziani,Rania,rania.ziani_2335@email.ma,1889-02-08,fe,Meknes,0685265891,2024-05-20,instagram
2415,Berrada,Chaimae,chaimae.berrada_2336@email.ma,1958-12-22,2,Tanger,0715334896,2022-01-05,google_ads
2416,Sefrioui,Rania,rania.sefrioui_2337@email.ma,1962-02-03,Femme,Casablanca,0748652147,2020-08-30,referral
2417,Cherkaoui,Khalid,khalid.cherkaoui_2338@email.ma,1953-04-28,H,Meknès,0757798050,2019-09-06,organic
2418,Ouali,Meryem,meryem.ouali_2339@email.ma,1997-10-27,0,TNG,0617872367,2023-05-12,organic
2419,Tazi,Khalid,khalid.tazi_2340@email.ma,1996-11-13,Homme,Agadir,0616042261,2023-12-09,tiktok
2420,Tazi,Karim,karim.tazi_2341@email.ma,1993-02-12,H,Meknes,0735169081,2020-02-13,organic
2421,Chaabi,Salma,salma.chaabi_2342@email.ma,1961-05-23,F,Rabat,0627278372,2022-02-05,instagram
2422,Jamai,Chaimae,chaimae.jamai_2343@email.ma,2005-05-26,Femme,Casablanca,0612995427,2023-04-27,referral
2423,Dahbi,Laila,laila.dahbi_2344@email.ma,2006-12-24,2,Casablanca,0791526212,2021-10-11,instagram
2424,Guessous,Amina,amina.guessous_2345@email.ma,1965-10-03,0,Meknes,0654927278,2020-08-28,referral
2425,Guessous,Saad,saad.guessous_2346@email.ma,1953-10-24,H,Casablanca,0685756375,2024-04-02,google_ads
2426,Tahiri,Fatima,fatima.tahiri_2347@,1970-02-02,0,casablanca,0661998199,2020-04-30,tiktok
2427,Tazi,Tarik,tarik.tazi_2348@email.ma,1953-04-01,h,Oujda,0730074375,2020-04-25,google_ads
2428,Raisuni,Sara,sara.raisuni_2349@email.ma,1985-09-16,0,Mohammedia,0787179412,2020-05-21,email
2429,El Fassi,Samira,samira.elfassi_2350@email.ma,1965-06-01,0,Casablanca,0792582322,2019-12-05,google_ads
2430,Lyoussi,Samira,samira.lyoussi_2351@email.ma,1992-07-21,f,casablanca,0686032607,2021-12-13,facebook
2431,Benali,Younes,younes.benali_2352@email.ma,1984-08-01,m,Casa,0789591851,2020-04-01,instagram
2432,Tahiri,Loubna,loubna.tahiri_2353@email.ma,1962-07-15,0,Tétouan,0772540087,2019-05-04,direct
